HTNO,subject_code,subject_name,internal,external,total,grade,credits
22Q91A6691,18208,ENGINEERING CHEMISTRY LABORATORY,39,60,99,O,1.0
22Q91A6691,18213,IT WORKSHOP,40,60,100,O,1.0
22Q91A6691,18215,PYTHON PROGRAMMING LABORATORY,35,58,93,O,2.0
22Q91A6691,182AC,BASIC ELECTRICAL ENGINEERING,38,32,70,A,2.0
22Q91A6691,182AG,ELECTRONIC DEVICES AND CIRCUITS,40,39,79,A,2.0
22Q91A6691,182AH,ENGINEERING CHEMISTRY,40,41,81,A+,4.0
22Q91A6691,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,38,40,78,A,4.0
22Q91A6691,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,40,60,100,O,3.0
22Q91A6693,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,30,35,65,B+,1.0
22Q91A6693,18208,ENGINEERING CHEMISTRY LABORATORY,35,50,85,A+,1.0
22Q91A6693,18213,IT WORKSHOP,30,45,75,A,1.0
22Q91A6693,18215,PYTHON PROGRAMMING LABORATORY,31,50,81,A+,2.0
22Q91A6693,182AC,BASIC ELECTRICAL ENGINEERING,23,8,31,F,0.0
22Q91A6693,182AG,ELECTRONIC DEVICES AND CIRCUITS,27,10,37,F,0.0
22Q91A6693,182AH,ENGINEERING CHEMISTRY,24,8,32,F,0.0
22Q91A6693,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,28,4,32,F,0.0
22Q91A6693,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,29,12,41,F,0.0
22Q91A6694,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,37,25,62,B+,3.0
22Q91A6694,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,38,50,88,A+,4.0
22Q91A6694,182AH,ENGINEERING CHEMISTRY,38,23,61,B+,4.0
22Q91A6694,182AG,ELECTRONIC DEVICES AND CIRCUITS,39,27,66,B+,2.0
22Q91A6694,182AC,BASIC ELECTRICAL ENGINEERING,36,28,64,B+,2.0
22Q91A6694,18215,PYTHON PROGRAMMING LABORATORY,31,55,86,A+,2.0
22Q91A6694,18213,IT WORKSHOP,38,50,88,A+,1.0
22Q91A6694,18208,ENGINEERING CHEMISTRY LABORATORY,39,59,98,O,1.0
22Q91A6694,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,39,50,89,A+,1.0
22Q91A6695,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,36,46,82,A+,1.0
22Q91A6695,18208,ENGINEERING CHEMISTRY LABORATORY,33,58,91,O,1.0
22Q91A6695,18213,IT WORKSHOP,34,52,86,A+,1.0
22Q91A6695,18215,PYTHON PROGRAMMING LABORATORY,33,45,78,A,2.0
22Q91A6695,182AC,BASIC ELECTRICAL ENGINEERING,28,21,49,C,2.0
22Q91A6695,182AG,ELECTRONIC DEVICES AND CIRCUITS,32,27,59,B,2.0
22Q91A6695,182AH,ENGINEERING CHEMISTRY,31,21,52,B,4.0
22Q91A6695,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,30,7,37,F,0.0
22Q91A6695,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,35,29,64,B+,3.0
22Q91A6696,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,35,50,85,A+,1.0
22Q91A6696,18208,ENGINEERING CHEMISTRY LABORATORY,36,57,93,O,1.0
22Q91A6696,18213,IT WORKSHOP,36,45,81,A+,1.0
22Q91A6696,18215,PYTHON PROGRAMMING LABORATORY,32,48,80,A+,2.0
22Q91A6696,182AC,BASIC ELECTRICAL ENGINEERING,34,24,58,B,2.0
22Q91A6696,182AG,ELECTRONIC DEVICES AND CIRCUITS,36,33,69,B+,2.0
22Q91A6696,182AH,ENGINEERING CHEMISTRY,38,26,64,B+,4.0
22Q91A6696,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,38,28,66,B+,4.0
22Q91A6696,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,35,24,59,B,3.0
22Q91A6697,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,33,25,58,B,3.0
22Q91A6697,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,35,6,41,F,0.0
22Q91A6697,182AH,ENGINEERING CHEMISTRY,36,21,57,B,4.0
22Q91A6697,182AG,ELECTRONIC DEVICES AND CIRCUITS,36,35,71,A,2.0
22Q91A6697,182AC,BASIC ELECTRICAL ENGINEERING,33,21,54,B,2.0
22Q91A6697,18215,PYTHON PROGRAMMING LABORATORY,32,55,87,A+,2.0
22Q91A6697,18213,IT WORKSHOP,37,48,85,A+,1.0
22Q91A6697,18208,ENGINEERING CHEMISTRY LABORATORY,36,58,94,O,1.0
22Q91A6697,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,35,48,83,A+,1.0
22Q91A6698,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,33,40,73,A,1.0
22Q91A6698,18208,ENGINEERING CHEMISTRY LABORATORY,35,58,93,O,1.0
22Q91A6698,18213,IT WORKSHOP,32,45,77,A,1.0
22Q91A6698,18215,PYTHON PROGRAMMING LABORATORY,30,45,75,A,2.0
22Q91A6698,182AC,BASIC ELECTRICAL ENGINEERING,29,8,37,F,0.0
22Q91A6698,182AG,ELECTRONIC DEVICES AND CIRCUITS,31,13,44,F,0.0
22Q91A6698,182AH,ENGINEERING CHEMISTRY,34,11,45,F,0.0
22Q91A6698,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,26,12,38,F,0.0
22Q91A6698,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,28,25,53,B,3.0
22Q91A6699,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,40,43,83,A+,3.0
22Q91A6699,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,36,37,73,A,4.0
22Q91A6699,182AH,ENGINEERING CHEMISTRY,35,35,70,A,4.0
22Q91A6699,182AG,ELECTRONIC DEVICES AND CIRCUITS,40,40,80,A+,2.0
22Q91A6699,182AC,BASIC ELECTRICAL ENGINEERING,36,34,70,A,2.0
22Q91A6699,18215,PYTHON PROGRAMMING LABORATORY,40,60,100,O,2.0
22Q91A6699,18213,IT WORKSHOP,40,60,100,O,1.0
22Q91A6699,18208,ENGINEERING CHEMISTRY LABORATORY,40,60,100,O,1.0
22Q91A6699,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,40,58,98,O,1.0
22Q91A66A0,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,29,45,74,A,1.0
22Q91A66A0,18208,ENGINEERING CHEMISTRY LABORATORY,34,54,88,A+,1.0
22Q91A66A0,18213,IT WORKSHOP,34,52,86,A+,1.0
22Q91A66A0,18215,PYTHON PROGRAMMING LABORATORY,31,58,89,A+,2.0
22Q91A66A0,182AC,BASIC ELECTRICAL ENGINEERING,30,9,39,F,0.0
22Q91A66A0,182AG,ELECTRONIC DEVICES AND CIRCUITS,26,32,58,B,2.0
22Q91A66A0,182AH,ENGINEERING CHEMISTRY,33,21,54,B,4.0
22Q91A66A0,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,29,21,50,B,4.0
22Q91A66A0,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,36,21,57,B,3.0
22Q91A66A1,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,30,48,78,A,1.0
22Q91A66A1,18208,ENGINEERING CHEMISTRY LABORATORY,34,50,84,A+,1.0
22Q91A66A1,18213,IT WORKSHOP,34,50,84,A+,1.0
22Q91A66A1,18215,PYTHON PROGRAMMING LABORATORY,30,56,86,A+,2.0
22Q91A66A1,182AC,BASIC ELECTRICAL ENGINEERING,32,4,36,F,0.0
22Q91A66A1,182AG,ELECTRONIC DEVICES AND CIRCUITS,27,9,36,F,0.0
22Q91A66A1,182AH,ENGINEERING CHEMISTRY,31,7,38,F,0.0
22Q91A66A1,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,29,8,37,F,0.0
22Q91A66A1,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,32,11,43,F,0.0
22Q91A66A2,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,27,12,39,F,0.0
22Q91A66A2,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,30,7,37,F,0.0
22Q91A66A2,182AH,ENGINEERING CHEMISTRY,34,25,59,B,4.0
22Q91A66A2,182AG,ELECTRONIC DEVICES AND CIRCUITS,34,31,65,B+,2.0
22Q91A66A2,182AC,BASIC ELECTRICAL ENGINEERING,29,21,50,B,2.0
22Q91A66A2,18215,PYTHON PROGRAMMING LABORATORY,34,56,90,O,2.0
22Q91A66A2,18213,IT WORKSHOP,36,50,86,A+,1.0
22Q91A66A2,18208,ENGINEERING CHEMISTRY LABORATORY,36,54,90,O,1.0
22Q91A66A2,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,32,42,74,A,1.0
22Q91A66A3,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,36,48,84,A+,1.0
22Q91A66A3,18208,ENGINEERING CHEMISTRY LABORATORY,35,52,87,A+,1.0
22Q91A66A3,18213,IT WORKSHOP,39,58,97,O,1.0
22Q91A66A3,18215,PYTHON PROGRAMMING LABORATORY,32,58,90,O,2.0
22Q91A66A3,182AC,BASIC ELECTRICAL ENGINEERING,27,11,38,F,0.0
22Q91A66A3,182AG,ELECTRONIC DEVICES AND CIRCUITS,32,21,53,B,2.0
22Q91A66A3,182AH,ENGINEERING CHEMISTRY,36,21,57,B,4.0
22Q91A66A3,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,34,32,66,B+,4.0
22Q91A66A3,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,32,21,53,B,3.0
22Q91A66A4,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,38,45,83,A+,1.0
22Q91A66A4,18208,ENGINEERING CHEMISTRY LABORATORY,34,54,88,A+,1.0
22Q91A66A4,18213,IT WORKSHOP,38,56,94,O,1.0
22Q91A66A4,18215,PYTHON PROGRAMMING LABORATORY,33,56,89,A+,2.0
22Q91A66A4,182AC,BASIC ELECTRICAL ENGINEERING,38,30,68,B+,2.0
22Q91A66A4,182AG,ELECTRONIC DEVICES AND CIRCUITS,39,39,78,A,2.0
22Q91A66A4,182AH,ENGINEERING CHEMISTRY,34,28,62,B+,4.0
22Q91A66A4,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,35,39,74,A,4.0
22Q91A66A4,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,38,32,70,A,3.0
22Q91A66A5,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,26,8,34,F,0.0
22Q91A66A5,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,29,5,34,F,0.0
22Q91A66A5,182AH,ENGINEERING CHEMISTRY,30,11,41,F,0.0
22Q91A66A5,182AG,ELECTRONIC DEVICES AND CIRCUITS,26,2,28,F,0.0
22Q91A66A5,182AC,BASIC ELECTRICAL ENGINEERING,23,6,29,F,0.0
22Q91A66A5,18215,PYTHON PROGRAMMING LABORATORY,30,48,78,A,2.0
22Q91A66A5,18213,IT WORKSHOP,29,45,74,A,1.0
22Q91A66A5,18208,ENGINEERING CHEMISTRY LABORATORY,33,57,90,O,1.0
22Q91A66A5,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,26,30,56,B,1.0
22Q91A66A6,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,36,35,71,A,1.0
22Q91A66A6,18208,ENGINEERING CHEMISTRY LABORATORY,32,52,84,A+,1.0
22Q91A66A6,18213,IT WORKSHOP,30,48,78,A,1.0
22Q91A66A6,18215,PYTHON PROGRAMMING LABORATORY,32,45,77,A,2.0
22Q91A66A6,182AC,BASIC ELECTRICAL ENGINEERING,30,23,53,B,2.0
22Q91A66A6,182AG,ELECTRONIC DEVICES AND CIRCUITS,36,23,59,B,2.0
22Q91A66A6,182AH,ENGINEERING CHEMISTRY,38,24,62,B+,4.0
22Q91A66A6,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,36,39,75,A,4.0
22Q91A66A6,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,34,24,58,B,3.0
22Q91A66A7,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,30,30,60,B+,1.0
22Q91A66A7,18208,ENGINEERING CHEMISTRY LABORATORY,38,55,93,O,1.0
22Q91A66A7,18213,IT WORKSHOP,39,48,87,A+,1.0
22Q91A66A7,18215,PYTHON PROGRAMMING LABORATORY,34,55,89,A+,2.0
22Q91A66A7,182AC,BASIC ELECTRICAL ENGINEERING,28,9,37,F,0.0
22Q91A66A7,182AG,ELECTRONIC DEVICES AND CIRCUITS,34,24,58,B,2.0
22Q91A66A7,182AH,ENGINEERING CHEMISTRY,35,7,42,F,0.0
22Q91A66A7,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,34,8,42,F,0.0
22Q91A66A7,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,32,23,55,B,3.0
22Q91A66A8,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,35,25,60,B+,3.0
22Q91A66A8,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,34,21,55,B,4.0
22Q91A66A8,182AH,ENGINEERING CHEMISTRY,35,22,57,B,4.0
22Q91A66A8,182AG,ELECTRONIC DEVICES AND CIRCUITS,39,29,68,B+,2.0
22Q91A66A8,182AC,BASIC ELECTRICAL ENGINEERING,34,21,55,B,2.0
22Q91A66A8,18215,PYTHON PROGRAMMING LABORATORY,33,51,84,A+,2.0
22Q91A66A8,18213,IT WORKSHOP,39,60,99,O,1.0
22Q91A66A8,18208,ENGINEERING CHEMISTRY LABORATORY,38,57,95,O,1.0
22Q91A66A8,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,40,50,90,O,1.0
22Q91A66A9,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,28,30,58,B,1.0
22Q91A66A9,18208,ENGINEERING CHEMISTRY LABORATORY,38,50,88,A+,1.0
22Q91A66A9,18213,IT WORKSHOP,34,52,86,A+,1.0
22Q91A66A9,18215,PYTHON PROGRAMMING LABORATORY,30,50,80,A+,2.0
22Q91A66A9,182AC,BASIC ELECTRICAL ENGINEERING,20,8,28,F,0.0
22Q91A66A9,182AG,ELECTRONIC DEVICES AND CIRCUITS,29,25,54,B,2.0
22Q91A66A9,182AH,ENGINEERING CHEMISTRY,31,7,38,F,0.0
22Q91A66A9,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,34,7,41,F,0.0
22Q91A66A9,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,32,26,58,B,3.0
22Q91A66B0,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,35,40,75,A,1.0
22Q91A66B0,18208,ENGINEERING CHEMISTRY LABORATORY,40,52,92,O,1.0
22Q91A66B0,18213,IT WORKSHOP,39,50,89,A+,1.0
22Q91A66B0,18215,PYTHON PROGRAMMING LABORATORY,33,50,83,A+,2.0
22Q91A66B0,182AC,BASIC ELECTRICAL ENGINEERING,30,8,38,F,0.0
22Q91A66B0,182AG,ELECTRONIC DEVICES AND CIRCUITS,30,26,56,B,2.0
22Q91A66B0,182AH,ENGINEERING CHEMISTRY,30,2,32,F,0.0
22Q91A66B0,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,27,0,27,F,0.0
22Q91A66B0,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,32,21,53,B,3.0
22Q91A66B1,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,40,26,66,B+,3.0
22Q91A66B1,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,36,21,57,B,4.0
22Q91A66B1,182AH,ENGINEERING CHEMISTRY,38,28,66,B+,4.0
22Q91A66B1,182AG,ELECTRONIC DEVICES AND CIRCUITS,36,31,67,B+,2.0
22Q91A66B1,182AC,BASIC ELECTRICAL ENGINEERING,35,21,56,B,2.0
22Q91A66B1,18215,PYTHON PROGRAMMING LABORATORY,32,55,87,A+,2.0
22Q91A66B1,18213,IT WORKSHOP,37,52,89,A+,1.0
22Q91A66B1,18208,ENGINEERING CHEMISTRY LABORATORY,40,60,100,O,1.0
22Q91A66B1,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,36,45,81,A+,1.0
22Q91A66B2,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,30,30,60,B+,1.0
22Q91A66B2,18208,ENGINEERING CHEMISTRY LABORATORY,40,52,92,O,1.0
22Q91A66B2,18213,IT WORKSHOP,37,48,85,A+,1.0
22Q91A66B2,18215,PYTHON PROGRAMMING LABORATORY,32,45,77,A,2.0
22Q91A66B2,182AC,BASIC ELECTRICAL ENGINEERING,25,11,36,F,0.0
22Q91A66B2,182AG,ELECTRONIC DEVICES AND CIRCUITS,29,10,39,F,0.0
22Q91A66B2,182AH,ENGINEERING CHEMISTRY,28,8,36,F,0.0
22Q91A66B2,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,24,3,27,F,0.0
22Q91A66B2,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,28,9,37,F,0.0
22Q91A66B3,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,40,58,98,O,1.0
22Q91A66B3,18208,ENGINEERING CHEMISTRY LABORATORY,40,60,100,O,1.0
22Q91A66B3,18213,IT WORKSHOP,39,60,99,O,1.0
22Q91A66B3,18215,PYTHON PROGRAMMING LABORATORY,40,60,100,O,2.0
22Q91A66B3,182AC,BASIC ELECTRICAL ENGINEERING,35,28,63,B+,2.0
22Q91A66B3,182AG,ELECTRONIC DEVICES AND CIRCUITS,40,31,71,A,2.0
22Q91A66B3,182AH,ENGINEERING CHEMISTRY,40,25,65,B+,4.0
22Q91A66B3,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,37,36,73,A,4.0
22Q91A66B3,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,39,24,63,B+,3.0
22Q91A66B4,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,33,24,57,B,3.0
22Q91A66B4,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,33,21,54,B,4.0
22Q91A66B4,182AH,ENGINEERING CHEMISTRY,39,27,66,B+,4.0
22Q91A66B4,182AG,ELECTRONIC DEVICES AND CIRCUITS,31,29,60,B+,2.0
22Q91A66B4,182AC,BASIC ELECTRICAL ENGINEERING,30,28,58,B,2.0
22Q91A66B4,18215,PYTHON PROGRAMMING LABORATORY,32,50,82,A+,2.0
22Q91A66B4,18213,IT WORKSHOP,36,56,92,O,1.0
22Q91A66B4,18208,ENGINEERING CHEMISTRY LABORATORY,38,50,88,A+,1.0
22Q91A66B4,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,32,48,80,A+,1.0
22Q91A66B5,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,39,58,97,O,1.0
22Q91A66B5,18208,ENGINEERING CHEMISTRY LABORATORY,39,54,93,O,1.0
22Q91A66B5,18213,IT WORKSHOP,37,58,95,O,1.0
22Q91A66B5,18215,PYTHON PROGRAMMING LABORATORY,32,52,84,A+,2.0
22Q91A66B5,182AC,BASIC ELECTRICAL ENGINEERING,38,36,74,A,2.0
22Q91A66B5,182AG,ELECTRONIC DEVICES AND CIRCUITS,39,44,83,A+,2.0
22Q91A66B5,182AH,ENGINEERING CHEMISTRY,32,21,53,B,4.0
22Q91A66B5,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,30,21,51,B,4.0
22Q91A66B5,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,38,34,72,A,3.0
22Q91A66B6,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,32,40,72,A,1.0
22Q91A66B6,18208,ENGINEERING CHEMISTRY LABORATORY,39,55,94,O,1.0
22Q91A66B6,18213,IT WORKSHOP,37,50,87,A+,1.0
22Q91A66B6,18215,PYTHON PROGRAMMING LABORATORY,34,50,84,A+,2.0
22Q91A66B6,182AC,BASIC ELECTRICAL ENGINEERING,32,21,53,B,2.0
22Q91A66B6,182AG,ELECTRONIC DEVICES AND CIRCUITS,31,30,61,B+,2.0
22Q91A66B6,182AH,ENGINEERING CHEMISTRY,34,27,61,B+,4.0
22Q91A66B6,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,33,21,54,B,4.0
22Q91A66B6,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,34,29,63,B+,3.0
22Q91A66B7,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,35,24,59,B,3.0
22Q91A66B7,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,35,9,44,F,0.0
22Q91A66B7,182AH,ENGINEERING CHEMISTRY,38,23,61,B+,4.0
22Q91A66B7,182AG,ELECTRONIC DEVICES AND CIRCUITS,32,9,41,F,0.0
22Q91A66B7,182AC,BASIC ELECTRICAL ENGINEERING,32,21,53,B,2.0
22Q91A66B7,18215,PYTHON PROGRAMMING LABORATORY,32,58,90,O,2.0
22Q91A66B7,18213,IT WORKSHOP,39,58,97,O,1.0
22Q91A66B7,18208,ENGINEERING CHEMISTRY LABORATORY,36,52,88,A+,1.0
22Q91A66B7,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,37,50,87,A+,1.0
22Q91A66B8,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,34,48,82,A+,1.0
22Q91A66B8,18208,ENGINEERING CHEMISTRY LABORATORY,40,57,97,O,1.0
22Q91A66B8,18213,IT WORKSHOP,35,48,83,A+,1.0
22Q91A66B8,18215,PYTHON PROGRAMMING LABORATORY,32,55,87,A+,2.0
22Q91A66B8,182AC,BASIC ELECTRICAL ENGINEERING,24,21,45,C,2.0
22Q91A66B8,182AG,ELECTRONIC DEVICES AND CIRCUITS,31,10,41,F,0.0
22Q91A66B8,182AH,ENGINEERING CHEMISTRY,38,13,51,F,0.0
22Q91A66B8,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,32,11,43,F,0.0
22Q91A66B8,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,27,12,39,F,0.0
22Q91A66B9,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,29,40,69,B+,1.0
22Q91A66B9,18208,ENGINEERING CHEMISTRY LABORATORY,34,50,84,A+,1.0
22Q91A66B9,18213,IT WORKSHOP,35,48,83,A+,1.0
22Q91A66B9,18215,PYTHON PROGRAMMING LABORATORY,32,53,85,A+,2.0
22Q91A66B9,182AC,BASIC ELECTRICAL ENGINEERING,33,21,54,B,2.0
22Q91A66B9,182AG,ELECTRONIC DEVICES AND CIRCUITS,35,22,57,B,2.0
22Q91A66B9,182AH,ENGINEERING CHEMISTRY,34,21,55,B,4.0
22Q91A66B9,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,33,26,59,B,4.0
22Q91A66B9,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,37,21,58,B,3.0
22Q91A66C0,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,40,55,95,O,1.0
22Q91A66C0,18208,ENGINEERING CHEMISTRY LABORATORY,37,56,93,O,1.0
22Q91A66C0,18213,IT WORKSHOP,38,54,92,O,1.0
22Q91A66C0,18215,PYTHON PROGRAMMING LABORATORY,33,60,93,O,2.0
22Q91A66C0,182AC,BASIC ELECTRICAL ENGINEERING,31,28,59,B,2.0
22Q91A66C0,182AG,ELECTRONIC DEVICES AND CIRCUITS,37,43,80,A+,2.0
22Q91A66C0,182AH,ENGINEERING CHEMISTRY,35,31,66,B+,4.0
22Q91A66C0,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,35,35,70,A,4.0
22Q91A66C0,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,39,32,71,A,3.0
22Q91A66C1,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,38,58,96,O,1.0
22Q91A66C1,18208,ENGINEERING CHEMISTRY LABORATORY,38,57,95,O,1.0
22Q91A66C1,18213,IT WORKSHOP,39,60,99,O,1.0
22Q91A66C1,18215,PYTHON PROGRAMMING LABORATORY,37,60,97,O,2.0
22Q91A66C1,182AC,BASIC ELECTRICAL ENGINEERING,37,21,58,B,2.0
22Q91A66C1,182AG,ELECTRONIC DEVICES AND CIRCUITS,38,26,64,B+,2.0
22Q91A66C1,182AH,ENGINEERING CHEMISTRY,36,26,62,B+,4.0
22Q91A66C1,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,39,35,74,A,4.0
22Q91A66C1,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,40,23,63,B+,3.0
22Q91A66C2,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,37,55,92,O,1.0
22Q91A66C2,18208,ENGINEERING CHEMISTRY LABORATORY,34,52,86,A+,1.0
22Q91A66C2,18213,IT WORKSHOP,36,58,94,O,1.0
22Q91A66C2,18215,PYTHON PROGRAMMING LABORATORY,33,58,91,O,2.0
22Q91A66C2,182AC,BASIC ELECTRICAL ENGINEERING,37,25,62,B+,2.0
22Q91A66C2,182AG,ELECTRONIC DEVICES AND CIRCUITS,38,42,80,A+,2.0
22Q91A66C2,182AH,ENGINEERING CHEMISTRY,37,33,70,A,4.0
22Q91A66C2,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,36,21,57,B,4.0
22Q91A66C2,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,36,35,71,A,3.0
22Q91A66C3,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,38,58,96,O,1.0
22Q91A66C3,18208,ENGINEERING CHEMISTRY LABORATORY,39,58,97,O,1.0
22Q91A66C3,18213,IT WORKSHOP,39,60,99,O,1.0
22Q91A66C3,18215,PYTHON PROGRAMMING LABORATORY,40,58,98,O,2.0
22Q91A66C3,182AC,BASIC ELECTRICAL ENGINEERING,38,29,67,B+,2.0
22Q91A66C3,182AG,ELECTRONIC DEVICES AND CIRCUITS,37,34,71,A,2.0
22Q91A66C3,182AH,ENGINEERING CHEMISTRY,40,32,72,A,4.0
22Q91A66C3,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,38,25,63,B+,4.0
22Q91A66C3,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,40,39,79,A,3.0
22Q91A66C4,18203,BASIC ELECTRICAL ENGINEERING LABORATORY,40,58,98,O,1.0
22Q91A66C4,18208,ENGINEERING CHEMISTRY LABORATORY,40,60,100,O,1.0
22Q91A66C4,18213,IT WORKSHOP,39,60,99,O,1.0
22Q91A66C4,18215,PYTHON PROGRAMMING LABORATORY,40,58,98,O,2.0
22Q91A66C4,182AC,BASIC ELECTRICAL ENGINEERING,30,31,61,B+,2.0
22Q91A66C4,182AG,ELECTRONIC DEVICES AND CIRCUITS,40,43,83,A+,2.0
22Q91A66C4,182AH,ENGINEERING CHEMISTRY,28,42,70,A,4.0
22Q91A66C4,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,32,41,73,A,4.0
22Q91A66C4,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,35,42,77,A,3.0
22Q91A66C5,182AV,COMPUTER AIDED ENGINEERING GRAPHICS,29,10,39,F,0.0
22Q91A66C5,182AR,ORDINARY DIFFERENTIAL EQUATIONS AND VECTOR CALCULUS,34,6,40,F,0.0
